Days_to_Flowering;Days_to_Maturity;First_Pod_Height_cm;Branch_Number;Plant_Height_cm;Biological_Yield_g;Pod_Number;Pod_Weight_g;Pod_Length_cm;Seeds_per_Pod;Seeds_per_Plant;Single_Plant_Yield_g;Plot_Yield_kg_da;Seed_Weight_100_g;Pod_Filling_Rate;Seed_to_Pod_Ratio;Seed_Unit_Weight;Pod_Length_Yield_Index;Plant_Yield_Ratio;Vegetation_Period_days
48;109;57.59999999999999;3.7999999999999994;98.6;33.68;4.6;14.98;7.300000000000002;2.3999999999999995;10.2;12.04;132.45;114.74;3.2494577006507597;2.2125813449023863;1.46718903036239;2.0492476060191516;7.305856832971801;61
51;109;55.4;3.4;93.4;28.82;7.0;15.319999999999999;6.8;2.4;13.8;12.280000000000001;219.0;110.03;2.1854493580599144;1.9686162624821686;1.1093410572049238;2.2496328928046987;4.111269614835948;58
49;106;35.800000000000004;3.4;84.0;25.199999999999996;7.6;12.53;7.0;2.4;15.4;10.08;196.04;101.28;1.6465177398160316;2.02365308804205;0.8131083711875405;1.7874465049928674;3.3114323258869907;57
48;106;32.3;1.8379299999999996;70.8;20.589999999999996;7.2;12.190000000000001;6.9;2.4;12.0;9.279999999999998;207.85;73.9;1.6907073509015258;1.6643550624133148;1.0149875104079935;1.76410998552822;2.8557558945908457;58
48;108;29.8;2.8;67.8;36.33999999999999;8.8;14.910000000000002;6.0;2.2;13.8;10.299999999999999;179.66;89.74;1.692395005675369;1.5664018161180477;1.0796524257784215;2.4808652246256244;4.124858115777524;60
50;106;32.8;3.0;70.8;31.72;6.6;20.27;6.9;2.8000000000000003;13.2;16.11;52.46;147.33;3.066565809379728;1.9969742813918305;1.53444360333081;2.9334298118668594;4.798789712556732;56
47;108;32.599999999999994;3.6;71.4;28.78;4.8;13.0;7.900000000000001;2.6000000000000005;9.6;9.5;175.13;118.68;2.702702702702703;1.995841995841996;1.352757544224766;1.643489254108723;5.983367983367984;61
46;106;33.2;2.4000000000000004;81.2;38.97;6.6;27.909999999999997;9.899999999999999;3.4;18.599999999999998;21.77;148.22;124.18;4.222390317700453;2.8139183055975794;1.4997313272434174;2.8163471241170535;5.895612708018155;60
45;104;19.0;2.4000000000000004;58.2;23.119999999999997;3.8;15.979999999999999;7.300000000000002;2.8;10.200000000000001;11.59;110.56;118.42;4.194225721784777;2.6771653543307092;1.5651322233104796;2.1860465116279064;6.0682414698162725;59
48;106;33.0;2.8;71.4;23.17;2.8;8.850000000000001;7.2;2.4;5.0;6.42;100.79;138.48;3.1494661921708196;1.7793594306049825;1.7664670658682637;1.2274618585298198;8.24555160142349;58
46;109;26.800000000000004;3.2;70.2;32.24;7.0;20.71;8.32;2.4000000000000004;13.2;15.52;40.22;106.66;2.9543509272467907;1.8830242510699;1.56775170325511;2.4861944777911167;4.599144079885877;63
47;102;22.0;1.8;61.2;22.42;6.6;17.310000000000002;6.8;2.5999999999999996;15.6;13.930000000000001;158.77;94.52;2.6187594553706512;2.3600605143721634;1.108904548366432;2.5418502202643176;3.3918305597579432;55
45;104;22.4;2.6;58.0;23.7;6.0;10.489999999999998;6.200000000000001;2.0;9.0;7.8100000000000005;33.48;52.5;1.7454242928452577;1.497504159733777;1.1642619311875693;1.6892109500805148;3.9434276206322796;59
48;105;18.0;1.8357700000000001;57.8;15.59;4.8;7.35;6.2;2.6;8.599999999999998;5.050000000000001;106.1;101.33;1.5280665280665282;1.7879417879417876;0.8536585365853661;1.183574879227053;3.2411642411642414;57
50;99;27.0;2.0;56.8;14.960000000000003;4.800000000000001;7.359999999999999;7.400000000000001;2.2;6.6;5.3100000000000005;63.69;99.52;1.5301455301455298;1.372141372141372;1.113464447806354;0.9932523616734141;3.1101871101871104;49
48;99;28.8;2.0;68.8;28.960000000000008;8.4;18.18;6.319999999999999;3.2000000000000006;19.799999999999997;14.560000000000002;403.28;89.72;2.1617122473246133;2.354340071343638;0.9177183240787482;2.8720379146919433;3.4435196195005955;51
46;106;28.799999999999994;3.6000000000000005;70.39999999999999;50.2;11.0;27.630000000000003;9.100000000000001;3.2;25.8;20.769999999999996;169.53;106.3;2.5095367847411447;2.343324250681199;1.07051530414568;3.032930845225027;4.559491371480473;60
48;107;28.799999999999994;2.8;89.4;57.14;15.0;25.450000000000003;6.939999999999998;2.4000000000000004;22.199999999999996;16.880000000000003;134.16;119.32;1.6955363091272486;1.4790139906728845;1.145880234128771;3.661870503597124;3.8067954696868753;59
47;107;30.4;3.4;70.2;48.35;11.0;21.04;7.800000000000002;3.0;20.6;15.839999999999998;187.42;112.96;1.9109900090826522;1.87102633969119;1.0208636584182433;2.6939820742637637;4.391462306993643;60
47;107;23.200000000000003;2.3999999999999995;81.39999999999999;49.32000000000001;8.8;22.96;7.6;2.6000000000000005;19.8;16.63;133.23;69.2;2.606129398410897;2.2474460839954595;1.1590106007067138;3.0170827858081477;5.598183881952328;60
50;106;24.599999999999998;4.2;72.0;39.42;7.199999999999998;17.01;7.4;2.3999999999999995;14.400000000000002;13.16;159.46;114.1;2.3592233009708745;1.9972260748959787;1.1804302567661347;2.2955465587044537;5.467406380027741;56
46;106;28.2;3.4;72.0;36.760000000000005;9.799999999999999;11.15;8.0;2.6;20.199999999999996;17.359999999999996;221.37;99.05;1.1365953109072378;2.059123343527013;0.5517070757050966;1.3920099875156056;3.747196738022427;60
50;105;28.4;3.6;72.60000000000001;41.92;14.0;23.71;7.0;2.8;23.799999999999997;17.95;139.06;108.79;1.6923625981441828;1.6987865810135616;0.9958000839983201;3.3823109843081314;2.99214846538187;55
46;104;28.4;3.6;71.4;43.870000000000005;10.600000000000001;26.310000000000002;9.7;2.6;19.0;19.060000000000002;115.24;89.73;2.479736098020735;1.7907634307257303;1.3840084166228301;2.7095777548918645;4.1347785108388315;58
47;105;25.199999999999996;4.0;81.8;35.66;7.0;18.919999999999998;7.300000000000002;2.2;11.4;14.169999999999998;215.99;99.74;2.699001426533523;1.6262482168330956;1.6581945661700261;2.5882352941176463;5.087018544935805;58
46;106;34.2;2.8;74.6;37.83;8.8;21.61;7.6;2.2;16.6;16.22;266.86;126.8;2.452894438138479;1.88422247446084;1.3010234798314266;2.839684625492773;4.2939841089670825;60
49;108;35.2;3.6;89.6;37.72;7.199999999999998;13.790000000000001;8.0;2.4;14.800000000000002;13.1;136.88;116.75;1.9126213592233017;2.0527045769764225;0.9311276164753544;1.721598002496879;5.231622746185854;59
50;108;27.2;2.6;78.4;26.310000000000002;4.6;14.969999999999999;7.600000000000001;3.0;10.599999999999998;11.510000000000002;193.03;109.78;3.247288503253796;2.299349240780911;1.4109330819981152;1.9671484888304858;5.707158351409979;58
50;108;24.8;2.8;87.2;65.74000000000001;6.200000000000001;23.270000000000003;8.58;2.8;12.0;29.129999999999995;33.42;100.75;3.747181964573269;1.9323671497584538;1.9375520399666948;2.7089639115250295;10.586151368760065;58
50;107;24.4;3.6;79.19999999999999;52.85999999999999;9.2;26.48;8.3;3.4;16.799999999999997;19.990000000000002;76.78;87.74;2.87513572204126;1.8241042345276872;1.5752528256989888;3.1865222623345364;5.739413680781759;57
49;104;22.4;3.0;81.8;46.94;8.599999999999998;26.179999999999996;8.8;3.400000000000001;19.8;21.07;205.65;146.08;3.0406504065040654;2.2996515679442515;1.3215547703180208;2.971623155505107;5.451800232288038;55
50;101;25.200000000000003;2.6000000000000005;83.2;77.47;16.200000000000003;43.459999999999994;9.280000000000001;2.4;27.4;30.700000000000006;62.01;73.18;2.6810610734114735;1.6903146206045645;1.5855527179861362;4.678148546824541;4.779148673658234;51
50;100;28.200000000000006;3.599999999999999;80.4;60.129999999999995;7.800000000000002;36.1;11.399999999999999;3.400000000000001;19.200000000000003;26.79;227.75;139.08;4.622279129321382;2.458386683738796;1.8792295679333677;3.1638913234005264;7.699103713188218;50
45;104;36.599999999999994;4.199999999999999;80.6;65.99;12.0;36.339999999999996;8.8;3.2;27.0;29.29;181.1;122.08;3.0258118234804328;2.2481265611990007;1.345427619400222;4.124858115777525;5.49458784346378;59
50;108;30.0;4.0;75.19999999999999;59.25;8.399999999999999;32.44;10.0;3.2;22.0;24.560000000000002;169.28;106.33;3.857312722948871;2.6159334126040434;1.4738755111313038;3.2407592407592407;7.045184304399526;58
50;108;26.4;5.0;78.4;64.92999999999999;12.2;30.26;6.400000000000001;2.4;19.0;22.25;46.18;101.99;2.4782964782964787;1.5561015561015563;1.5917937927406627;4.720748829953197;5.3177723177723175;58
48;108;29.399999999999995;3.8;77.2;29.020000000000003;7.2;14.1;6.4399999999999995;3.4;15.4;11.23;476.12;111.48;1.955617198335645;2.1359223300970873;0.9149902660609993;2.1860465116279073;4.024965325936201;60
47;105;35.8;2.8;77.2;15.399999999999997;3.6;8.07;6.5;2.5999999999999996;7.8;6.540000000000001;302.02;102.89;2.2354570637119116;2.1606648199445986;1.033290653008963;1.23963133640553;4.265927977839334;58
46;101;33.8;3.8;72.4;27.439999999999998;8.2;10.65;7.900000000000001;2.5999999999999996;14.4;10.870000000000001;201.06;111.65;1.2971985383678444;1.7539585870889163;0.7390700902151284;1.3463969658659922;3.3422655298416566;55
46;99;24.2;2.6;62.8;22.700000000000003;7.2;15.539999999999997;8.1;3.0;13.0;11.8;81.58;94.43;2.155339805825242;1.8030513176144245;1.1944657955418907;1.916152897657213;3.1484049930651876;53
50;106;31.8;3.2;73.4;24.67;4.6;12.13;7.4;2.5999999999999996;8.0;8.809999999999999;187.05;118.0;2.6312364425162693;1.7353579175704992;1.5143570536828965;1.6369770580296896;5.351409978308027;56
45;106;31.0;2.4000000000000004;83.6;37.040000000000006;7.6;21.810000000000002;8.5;2.2;12.4;17.009999999999998;245.4;123.45;2.8659658344283843;1.6294349540078845;1.7574536663980662;2.5628672150411282;4.867279894875166;61
45;108;35.2;3.1999999999999997;84.60000000000001;31.630000000000003;7.0;15.790000000000001;7.399999999999999;2.8;11.8;12.24;233.26;133.85;2.2524964336661912;1.6833095577746078;1.3370025402201524;2.130904183535763;4.512125534950072;63
47;108;29.599999999999994;3.4;82.2;57.58;7.0;26.549999999999994;9.3;2.8;15.2;19.03;149.9;123.25;3.7874465049928667;2.168330955777461;1.7455621301775144;2.8517722878625125;8.21398002853067;61
47;101;29.200000000000006;4.6;90.0;105.17;13.0;27.190000000000005;7.4;2.3999999999999995;15.8;20.78;296.96;126.85;2.089930822444274;1.2144504227517294;1.7197975964579382;3.6693657219973015;8.083781706379709;54
50;105;32.1;2.8;79.8;31.059999999999995;6.0;16.46;6.2;3.2;13.8;13.059999999999999;117.79;116.1;2.738768718801997;2.296173044925125;1.1918899348298335;2.6505636070853464;5.168053244592345;55
48;107;42.79999999999999;2.4000000000000004;84.2;13.559999999999999;1.6;3.55;4.800000000000001;1.82911;3.0;3.02;279.28;115.63;2.2049689440993787;1.8633540372670807;1.1794019933554818;0.7380457380457379;8.422360248447204;59
49;106;33.2;2.8000000000000003;71.80000000000001;22.5;5.4;12.03;7.199999999999998;2.5999999999999996;9.4;9.3;164.77;114.42;2.22365988909427;1.7375231053604436;1.2784272051009564;1.6685159500693485;4.1589648798521255;57
50;107;41.2;2.0;82.4;17.11;3.8;8.719999999999999;6.9;2.6;8.0;6.980000000000001;180.06;132.65;2.288713910761155;2.0997375328083994;1.0886392009987516;1.2619392185238782;4.490813648293964;57
50;99;34.2;2.4;60.0;15.86;5.2;5.85;6.6;1.82343;8.2;6.42;66.5;119.64;1.1228406909788866;1.5738963531669865;0.7125456760048722;0.8850226928895613;3.0441458733205375;49
47;106;34.0;3.4;79.0;31.15;7.0;10.72;5.9;2.4;11.200000000000001;7.9;71.38;140.1;1.529243937232525;1.5977175463623396;0.9562890276538805;1.8138747884940778;4.443651925820257;59
48;106;25.8;3.0;65.8;32.01;8.2;16.8;7.600000000000001;2.4;14.4;11.330000000000002;51.77;138.6;2.046285018270402;1.7539585870889163;1.1658570437196392;2.207621550591327;3.8989037758830696;58
50;103;30.600000000000005;3.7999999999999994;63.0;34.92;6.4;16.68;6.1;2.0;9.6;10.7;45.03;160.85;2.6021840873634945;1.4976599063962557;1.7356919875130075;2.7299509001636664;5.4477379095163805;53
45;105;14.899999999999997;3.0;49.199999999999996;24.79;6.2;17.34;7.299999999999999;3.0;16.8;14.609999999999996;49.67;98.76;2.792270531400966;2.7053140096618358;1.0315288518738845;2.372093023255814;3.9919484702093397;60
50;105;16.999999999999996;3.0;54.0;33.910000000000004;6.2;19.549999999999997;8.1;2.6;14.8;15.239999999999998;33.35;46.83;3.148148148148148;2.3832528180354267;1.3200540175557054;2.410604192355117;5.460547504025765;55
51;101;23.4;3.6;51.0;20.92;6.0;10.17;6.0;2.0;8.399999999999999;7.42;54.12;111.6;1.692179700499168;1.3976705490848584;1.2092746730083237;1.692179700499168;3.4808652246256244;50
50;102;19.0;3.0;54.8;33.8;10.399999999999999;20.599999999999998;7.4;2.2;19.199999999999996;15.65;40.39;122.1;1.9788664745437081;1.8443804034582132;1.0723581467985424;2.780026990553306;3.24687800192123;52
51;102;15.8;2.1999999999999997;56.0;23.149999999999995;10.600000000000001;11.75;5.5;2.6;18.0;8.44;39.11;44.58;1.1074458058435437;1.6965127238454287;0.6524153248195447;2.132486388384755;2.1819038642789814;51
46;99;20.200000000000003;2.7999999999999994;55.0;27.139999999999997;7.2;22.24;9.0;3.2;16.799999999999997;18.34;69.06;130.2;3.084604715672677;2.33009708737864;1.323022010707912;2.4683684794672587;3.7642163661581134;53
52;101;23.4;4.6000000000000005;63.8;45.7;12.4;18.89;6.8;2.8;20.0;12.32;60.56;118.75;1.5221595487510073;1.6116035455278002;0.9440279860069964;2.7738619676945673;3.6825141015310234;49
50;99;27.8;5.6;77.0;53.35;9.8;22.270000000000003;7.199999999999998;2.6000000000000005;19.8;16.259999999999998;245.58;149.63;2.27013251783894;2.018348623853211;1.1241797072185764;3.0887656033287114;5.438328236493374;49
50;99;28.2;3.6;74.20000000000002;34.07000000000001;5.6000000000000005;13.2;7.6;2.7999999999999994;9.800000000000002;9.27;256.63;139.73;2.352941176470588;1.7468805704099826;1.3455657492354736;1.7345597897503287;6.073083778966133;49
48;101;31.2;2.7999999999999994;61.8;21.009999999999998;5.0;11.8;7.4;3.2;10.8;9.8;286.53;111.28;2.3552894211576847;2.155688622754491;1.091581868640148;1.5924426450742242;4.193612774451098;53
46;101;33.0;3.0;79.0;32.16;6.800000000000002;19.08;8.2;3.0;13.6;13.830000000000002;146.66;145.83;2.801762114537444;1.9970631424375913;1.40191036002939;2.3239951278928137;4.722466960352421;55
51;103;37.2;4.4;82.4;53.56;1.8;6.709999999999999;5.1000000000000005;1.7400099999999998;3.6;5.34;138.07;135.33;3.7071823204419885;1.988950276243094;1.858725761772853;1.313111545988258;29.591160220994475;52
48;105;40.0;3.4;106.0;61.05999999999999;9.6;27.28;6.3;2.8000000000000003;22.6;21.91;83.3;123.85;2.838709677419355;2.3517169614984392;1.2065457762052187;4.323296354992077;6.353798126951092;57
49;103;32.39999999999999;3.2;84.4;44.88;11.0;22.630000000000003;7.1;2.4;21.6;16.33;306.55;118.73;2.055404178019982;1.9618528610354224;1.0472003701989818;3.182841068917019;4.076294277929156;54
46;106;25.6;2.5999999999999996;77.4;40.39;5.0;17.069999999999997;6.840000000000001;2.8;12.8;13.6;187.57;116.79;3.4071856287425146;2.5548902195608787;1.3325526932084306;2.4919708029197074;8.06187624750499;60
47;101;27.6;3.2;78.19999999999999;47.54999999999999;8.6;21.47;7.9;3.0;22.6;15.63;167.35;152.75;2.493612078977933;2.6248548199767714;0.949579831932773;2.714285714285714;5.522648083623692;54
49;103;30.800000000000004;3.6;73.80000000000001;55.69;9.6;21.060000000000002;7.7;2.5999999999999996;17.6;15.319999999999999;232.32;140.73;2.191467221644121;1.8314255983350678;1.1959114139693354;2.731517509727627;5.795005202913631;54
45;105;29.2;4.2;75.4;49.59;9.599999999999998;24.509999999999998;6.9;2.8000000000000003;17.6;18.67;155.47;125.7;2.5504682622268473;1.8314255983350682;1.3918228279386708;3.547033285094066;5.16024973985432;60
45;103;28.400000000000006;3.1999999999999997;81.60000000000001;47.31;13.2;24.690000000000005;7.2;3.4;20.799999999999997;19.439999999999998;133.54;108.53;1.8690386071158218;1.5745647236941709;1.1864488226814034;3.424410540915396;3.5813777441332326;58
51;101;33.800000000000004;3.1999999999999997;80.80000000000001;41.739999999999995;8.799999999999999;18.71;7.5;2.4;15.0;15.370000000000001;89.16;137.68;2.12372304199773;1.7026106696935304;1.2465023317788142;2.4913448735019976;4.737797956867197;50
49;103;27.2;2.0;81.0;25.119999999999997;7.4;12.649999999999999;7.6;2.8000000000000003;15.399999999999997;10.25;108.76;94.63;1.7071524966261806;2.0782726045883937;0.8208955223880597;1.662286465177398;3.3900134952766527;54
48;103;25.200000000000003;2.8;68.6;21.39;5.199999999999999;16.79;8.0;2.2;11.0;11.879999999999999;59.72;87.62;3.2226487523992327;2.1113243761996165;1.524977293369664;2.0961298377028714;4.105566218809981;55
48;105;28.8;3.2;70.8;27.659999999999997;4.6;12.78;8.299999999999999;2.8;9.2;9.66;112.83;130.28;2.772234273318872;1.9956616052060738;1.3876221498371337;1.5379061371841156;6.0;57
46;104;26.2;2.6;83.6;43.19;7.0;28.579999999999995;10.3;3.8;19.200000000000003;22.040000000000003;96.71;124.0;4.0770328102710405;2.7389443651925824;1.4877667881311811;2.7720659553831224;6.161198288159771;58
47;104;22.599999999999998;2.2;65.8;36.53;9.4;30.520000000000003;9.0;3.1999999999999997;19.4;23.689999999999998;385.96;157.43;3.2433581296493097;2.06163655685441;1.5723853683668214;3.387347391786904;3.8820403825717325;57
48;103;31.8;2.6;67.2;35.230000000000004;7.400000000000001;21.72;7.500000000000002;3.2;16.599999999999998;17.31;308.24;146.58;2.931174089068825;2.24021592442645;1.3076459963877183;2.8921438082556583;4.754385964912281;55
47;99;31.6;2.6;80.4;36.949999999999996;11.599999999999998;20.33;7.3;2.8;22.599999999999998;14.25;417.66;131.23;1.7510766580534025;1.9465977605512492;0.8991596638655461;2.781121751025992;3.18260120585702;52
47;101;30.7;1.5376699999999999;80.4;28.669999999999998;10.2;16.71;6.4;2.8;21.0;12.61;326.88;101.98;1.636630754162586;2.0568070519098924;0.7953355544978582;2.606864274570983;2.8080313418217435;54
48;99;34.2;2.8;78.2;35.91;7.6;22.180000000000003;8.4;3.4;19.0;17.389999999999997;361.66;121.08;2.9145860709592646;2.4967148488830486;1.1667543398211468;2.6373365041617127;4.718791064388962;51
51;99;26.4;3.4;73.4;45.85000000000001;13.6;30.32;7.3;3.2;31.0;24.800000000000004;491.71;118.1;2.227773695811903;2.2777369581190303;0.9777491131892937;4.147742818057456;3.3688464364437922;48
47;101;28.4;3.2;68.6;37.6;12.4;20.470000000000002;8.0;3.0;24.8;15.09;312.14;106.6;1.6494762288477036;1.9983883964544722;0.8250705360741637;2.555555555555556;3.0298146655922644;54
50;101;32.4;3.4;71.2;33.17;2.6;17.67;6.8;8.0;14.4;13.040000000000001;362.76;112.48;6.770114942528736;5.517241379310345;1.226231783483692;2.5947136563876656;12.7088122605364;51
48;99;25.400000000000002;2.8;77.6;31.97;11.4;17.040000000000003;7.400000000000001;2.6;19.400000000000002;12.379999999999999;236.66;92.4;1.493426818580193;1.7002629272567924;0.8778979907264296;2.299595141700405;2.8019281332164767;51
46;101;27.2;2.4000000000000004;72.6;40.019999999999996;13.0;29.75;8.0;3.2;25.4;22.589999999999996;267.28;114.83;2.2867025365103766;1.9523443504996156;1.1707988980716253;3.714107365792759;3.0760953112990004;55
50;103;30.599999999999994;3.0;77.80000000000001;49.16;12.599999999999998;30.53;8.3;3.0;27.2;23.490000000000002;275.72;127.43;2.4210943695479785;2.1570182394924666;1.1220139654538772;3.673886883273165;3.898493259318002;53
46;103;27.0;3.2;68.2;43.97;10.2;28.97;8.6;2.6;18.8;22.02;243.38;144.4;2.8374142997061704;1.8413320274240943;1.5401382243487505;3.364692218350755;4.3065621939275225;57
49;103;36.0;2.8;65.4;32.08;7.8;16.67;8.0;3.6;16.4;11.190000000000001;301.22;119.98;2.1344430217669657;2.0998719590268884;1.015843997562462;2.081148564294632;4.1075544174135725;54
48;105;32.39999999999999;4.0;82.4;51.879999999999995;10.8;18.86;6.0;2.8;17.0;12.149999999999999;192.82;121.35;1.7446808510638296;1.572617946345976;1.1087595532039975;3.1381031613976704;4.799259944495836;57
47;101;29.4;3.6;70.6;43.34;8.6;23.310000000000002;9.799999999999999;3.1999999999999997;15.8;16.97;219.13;128.0;2.7073170731707323;1.8350754936120792;1.47438330170778;2.3761467889908263;5.033681765389083;54
50;101;29.399999999999995;2.8;62.8;30.65;6.6;18.6;8.4;2.6;13.2;13.63;210.01;135.08;2.81391830559758;1.9969742813918305;1.4080242240726724;2.211652794292509;4.636913767019667;51
45;111;30.2;3.8;67.2;35.92;6.6;17.72;7.5;2.6;14.4;13.45;122.5;142.78;2.680786686838124;2.1785173978819974;1.2297015961138098;2.359520639147803;5.434190620272315;66
46;104;31.0;2.4000000000000004;65.2;22.550000000000004;3.7999999999999994;7.539999999999999;7.1;1.6173000000000002;4.6;4.97;106.3;138.65;1.9790026246719161;1.2073490813648295;1.6355748373101953;1.060478199718706;5.918635170603677;58
48;109;30.399999999999995;4.4;81.19999999999999;49.1;7.6;17.39;9.100000000000001;2.3999999999999995;8.600000000000001;11.34;131.0;122.2;2.28515111695138;1.1300919842312749;2.019744483159117;1.9088913282107571;6.4520367936925105;61
50;106;35.599999999999994;3.4;79.6;41.81;8.6;10.74;6.9;2.2;9.2;6.51;149.82;74.62;1.2473867595818817;1.0685249709639952;1.1661237785016287;1.5542691751085385;4.855981416957027;56
48;108;32.699999999999996;2.4;75.0;29.75;8.41;11.779999999999998;5.6;2.4;11.8;8.46;157.32;96.21;1.3990498812351542;1.4014251781472684;0.9974597798475865;2.09982174688057;3.5332541567695963;60
50;106;36.199999999999996;1.8;79.0;24.79;7.619999999999999;17.61;6.2;3.0;16.799999999999997;14.61;49.67;98.85;2.307994757536042;2.2018348623853212;1.0475907198096372;2.835748792270531;3.249017038007864;56
45;109;28.2;3.6;74.2;33.910000000000004;5.6;19.42;7.6;2.8;14.8;15.24;33.35;46.74;3.461675579322639;2.6381461675579327;1.311276164753545;2.551905387647832;6.044563279857399;64
45;105;31.199999999999996;2.8;61.8;29.21;5.0;10.219999999999999;7.399999999999999;3.2;7.489999999999999;11.22;212.76;141.48;2.0399201596806384;1.4950099800399201;1.3626666666666667;1.3792172739541162;5.830339321357286;60
49;110;33.0;3.0;79.0;44.42;6.8;21.689999999999998;8.200000000000001;3.0;15.0;15.4;191.9;136.85;3.1850220264317177;2.2026431718061676;1.4450366422385075;2.641900121802679;6.522760646108664;61
46;106;30.0;2.8;68.0;31.050000000000004;9.36;12.009999999999998;7.2299999999999995;2.2;8.6;9.21;73.73;85.42;1.2817502668089646;0.9178228388473854;1.394889663182346;1.6588397790055247;3.3137673425827114;60
47;104;28.8;2.8;64.4;45.370000000000005;8.24;10.08;8.160000000000002;3.6;14.0;5.670000000000001;107.37;96.31;1.221818181818182;1.696969696969697;0.7194860813704497;1.2337821297429619;5.49939393939394;57
47;104;38.800000000000004;4.199999999999999;74.6;37.19;6.2;13.320000000000002;7.400000000000001;2.4000000000000004;10.0;9.05;166.37;125.08;2.1449275362318843;1.6103059581320451;1.330669330669331;1.7975708502024292;5.988727858293076;57
40;107;34.60000000000001;3.0;70.0;53.9;10.8;27.419999999999998;8.099999999999998;2.6;20.0;20.200000000000003;140.84;106.58;2.5365402405180384;1.8501387604070305;1.3703148425787104;3.381011097410605;4.986123959296947;67
45;111;23.3;3.6;69.4;55.339999999999996;9.2;30.57;7.9;2.4;18.799999999999997;20.660000000000004;186.56;95.8;3.3192182410423454;2.041259500542888;1.6251993620414675;3.8647281921618206;6.008686210640608;66
46;102;28.8;3.7999999999999994;62.8;33.510000000000005;11.2;13.85;5.7;1.8;10.2;9.04;193.4;120.38;1.2355040142729707;0.9099018733273863;1.356513222331048;2.425569176882662;2.989295272078502;56
45;109;28.4;2.4;64.0;29.72;6.4;16.630000000000003;7.3;2.4;12.399999999999999;12.6;185.88;105.38;2.594383775351014;1.9344773790951635;1.3400483481063663;2.2749658002735984;4.636505460218409;64
50;103;28.2;2.8;60.4;23.310000000000002;5.8;13.49;7.32;2.6000000000000005;10.799999999999999;10.309999999999999;190.26;106.18;2.321858864027539;1.8588640275387263;1.2479185938945423;1.840381991814461;4.012048192771085;53
47;103;32.8;3.6;71.8;54.480000000000004;5.4;19.509999999999998;8.8;2.2;9.8;12.829999999999998;210.73;114.58;3.606284658040665;1.811460258780037;1.9887869520897041;2.2145289443813843;10.070240295748615;56
45;105;19.6;3.2;62.20000000000001;42.37;8.8;30.78;8.0;3.7999999999999994;19.8;27.97;152.22;102.85;3.493757094211124;2.2474460839954595;1.553760726905603;3.842696629213483;4.809307604994324;60
49;103;29.799999999999994;2.8;72.4;41.39;9.2;30.0;7.599999999999999;3.0;21.0;27.830000000000005;308.5;109.0;3.257328990228013;2.2801302931596092;1.4278914802475011;3.9421813403416563;4.494028230184583;54
46;101;27.2;2.6;64.6;31.600000000000005;8.8;18.910000000000004;9.3;2.6;12.2;12.850000000000003;344.49;105.58;2.146424517593644;1.3847900113507376;1.5487305487305492;2.0311493018259936;3.5868331441543706;55
48;103;27.8;2.4;61.40000000000001;27.45;7.8;16.869999999999997;7.700000000000001;2.3999999999999995;12.8;12.34;341.65;132.18;2.1600512163892445;1.6389244558258644;1.3169398907103822;2.1880674448767827;3.5147247119078107;55
51;101;29.8;2.4;64.6;26.18;9.6;16.56;7.4;2.6;14.4;12.64;28.0;115.15;1.7232049947970864;1.49843912591051;1.1492019430950728;2.234817813765182;2.7242455775234133;50
50;108;26.8;2.4;63.20000000000001;28.479999999999997;5.199999999999999;16.18;10.4;3.0;11.6;11.8;145.22;135.53;3.1055662188099813;2.226487523992323;1.3936261843238589;1.5542747358309317;5.466410748560461;58
49;103;29.8;3.1999999999999997;61.0;21.68;4.75;9.22;6.5;2.0;7.0;6.5200000000000005;61.34;111.8;1.9369747899159666;1.4705882352941178;1.3152639087018547;1.416282642089094;4.554621848739496;54
49;107;25.199999999999996;3.4;60.40000000000001;31.27;7.4;17.740000000000002;7.199999999999998;2.8;17.0;13.95;79.88;118.35;2.3940620782726048;2.294197031039136;1.0429159318048207;2.4604715672676845;4.219973009446694;58
50;101;28.0;3.4;64.8;28.71;7.8;17.810000000000002;6.9;2.4;14.6;14.339999999999998;61.07;90.18;2.280409731113957;1.8693982074263764;1.2190280629705683;2.5774240231548484;3.6760563380281694;51
49;105;26.0;2.5999999999999996;57.2;22.060000000000002;5.6;13.98;6.6;2.4;11.6;11.459999999999999;144.24;127.48;2.4919786096256686;2.0677361853832443;1.2041343669250646;2.114977307110439;3.9322638146167566;56
48;109;33.2;2.8000000000000003;77.0;24.19;5.2;13.77;8.2;2.8000000000000003;10.4;10.440000000000001;184.46;134.73;2.6429942418426102;1.99616122840691;1.3227665706051872;1.677222898903776;4.642994241842611;61
50;103;34.400000000000006;2.6;63.8;19.729999999999997;5.599999999999999;9.540000000000001;5.2;2.4000000000000004;12.399999999999999;7.5;60.46;91.3;1.7005347593582893;2.2103386809269163;0.7687348912167609;1.831094049904031;3.516934046345811;53
47;109;32.00000000000001;2.0;62.0;15.950000000000003;4.6;9.36;7.0;2.0;9.6;7.489999999999999;127.31;96.58;2.030368763557484;2.082429501084599;0.9739854318418314;1.3352353780313837;3.4598698481561834;62
50;109;23.0;2.5999999999999996;68.0;19.9;3.6000000000000005;8.36;7.6;2.0;6.2;5.790000000000001;58.42;93.4;2.31578947368421;1.7174515235457062;1.3462157809983897;1.0985545335085414;5.512465373961218;59
